index,percentage_docks_available
241,0.79974335
242,0.7555968
243,0.74585956
244,0.23196812
245,0.35348663
246,0.39739716
247,0.8816015
248,0.9721646
249,0.54257166
250,0.22199233
251,0.46543223
252,0.8178987
253,0.9975266
254,0.23943906
255,0.35071853
256,0.7765839
257,0.7130396
258,0.6650542
259,0.33064407
260,0.03365609
261,1.0516038
262,0.9965688
263,0.61958987
264,0.67600596
265,0.94983745
266,0.69010466
267,0.7096523
268,1.3201022
269,1.0918572
270,0.966673
271,0.6890653
272,0.77712125
273,1.2146938
274,0.704291
275,0.5188595
276,0.37212697
277,0.35789406
278,0.33522087
279,0.104371995
280,0.8391181
281,0.48366353
282,0.45604894
283,1.0350657
284,0.5001241
285,0.8249749
286,0.4463532
287,0.2350412
288,0.4397483
289,0.94318783
290,0.6865613
291,0.596479
292,0.5498033
293,0.83991945
294,0.06188488
295,0.6628912
296,0.56988376
297,0.74852395
298,0.977988
299,0.103268504
300,0.8533601
301,0.1381745
302,0.82137364
303,0.47683722
304,0.80352044
305,0.63980925
306,0.5297425
307,0.75906235
308,0.91532046
309,0.29055956
310,0.9386038
311,0.65484107
312,0.5813068
313,0.9253679
314,0.5978335
315,0.25009125
316,0.8252329
317,0.4593485
318,1.0593443
319,0.6416381
320,0.4814074
321,0.88308686
322,0.49984232
323,0.7750258
324,0.29594302
325,0.81755525
326,1.208787
327,0.44799107
328,0.26333094
329,0.61395514
330,0.3568499
331,0.65796834
332,0.5073601
333,1.0326872
334,0.87654024
335,1.0283027
336,0.29482967
337,0.5674955
338,0.6290148
339,0.7469327
340,0.6696635
341,0.6459632
342,0.95857364
343,0.48295775
344,0.32871592
345,0.273265
346,0.34851852
347,0.86000574
348,1.070287
349,0.87384003
350,0.80289805
351,0.8272603
352,1.1207304
353,0.92394876
354,1.2020667
355,0.19246078
356,1.2066703
357,0.3689119
358,0.64960957
359,1.142703
360,0.49740273
361,0.91876525
362,0.77984613
363,0.88825136
364,0.17050475
365,0.48799208
366,0.40646973
367,0.29198503
368,-0.095270395
369,0.68238485
370,0.6721313
371,0.519249
372,0.06134568
373,0.99863464
374,0.037181005
375,0.8861805
376,0.8827548
377,0.4800539
378,0.46006396
379,0.5747909
380,0.58071065
381,0.81974965
382,0.3836364
383,0.6821084
384,0.8407579
385,0.70399386
386,0.50920844
387,0.29811338
388,0.74769515
389,0.6676891
390,0.87362057
391,0.0777165
392,0.4413642
393,0.13940905
394,0.74562895
395,0.5425439
396,0.79727846
397,0.5449128
398,1.3854804
399,0.74269503
400,0.57947695
401,0.7117052
402,0.365013
403,-0.054351658
404,0.74690306
405,0.72155935
406,0.70870215
407,0.7019928
408,0.28588253
409,0.5119709
410,0.45790225
411,0.5412016
412,1.0214727
413,0.84070605
414,0.73717886
415,0.24065083
416,0.5333344
417,0.25161535
418,1.0751576
419,0.4973392
420,0.6627609
421,0.84468085
422,0.09886801
423,0.52758723
424,0.67373514
425,0.030290633
426,0.19132447
427,0.5723282
428,0.83901304
429,0.9653403
430,0.50762445
431,0.506885
432,0.10311854
433,0.43013814
434,0.83269614
435,1.0609953
436,0.6894344
437,0.19515118
438,0.7697607
439,-0.017630458
440,0.6647357
441,0.042485625
442,0.6143111
443,0.9749015
444,0.95818204
445,1.0039084
446,0.61644256
447,0.2943032
448,0.064976245
449,0.64865816
450,0.17571364
451,0.29593563
452,0.951291
453,0.98368233
454,1.0828058
455,0.41729456
456,0.39231178
457,0.53172004
458,0.9901145
459,0.776899
460,1.158097
461,1.0027529
462,1.1786945
463,0.4779141
464,0.87306637
465,1.2309775
466,0.7537072
467,0.24572894
468,0.6987694
469,0.3901916
470,0.79991686
471,0.4955399
472,0.87747353
473,0.76225436
474,0.51636434
475,0.68402
476,0.33342528
477,0.95531934
478,0.34532702
479,0.31705797
480,0.634132
481,0.029698372
482,0.79520714
483,0.29533723
484,0.5959372
485,1.1988847
486,0.91122776
487,0.76189065
488,0.43889657
489,0.7211186
490,1.1579285
491,0.67080927
492,0.16773616
493,0.13521035
494,0.760766
495,0.20715371
496,0.67372084
497,0.41501665
498,0.94009703
499,0.78799623
500,0.1471641
501,0.4533662
502,0.121727824
503,0.7380839
504,1.1967757
505,0.7701914
506,0.31077236
507,1.0687044
508,0.51680195
509,0.41030812
510,0.7027831
511,0.9216834
512,0.7693865
513,0.6963268
514,0.18806575
515,0.75355524
516,0.20815492
517,0.8123502
518,0.4169652
519,0.86189264
520,0.45415473
521,0.88361853
522,1.2986157
523,0.25097734
524,0.34570324
525,1.0387197
526,0.6097977
527,0.92052823
528,0.6401352
529,0.71960485
530,0.7826525
531,0.9409819
532,0.32591313
533,0.58488363
534,0.8088239
535,0.46728268
536,0.83557165
537,0.6207348
538,0.9467405
539,0.9174591
540,0.7999402
541,0.79472655
542,0.45844555
543,0.55360883
544,0.057411417
545,0.91776556
546,0.89934736
547,0.6970517
548,0.85602033
549,0.69679433
550,-0.025725856
551,1.5643244
552,1.0184627
553,0.17661484
554,0.26543579
555,1.1930358
556,0.99538505
557,0.6343586
558,0.27862808
559,0.83696777
560,1.1493375
561,0.31175572
562,0.91699517
563,0.68707967
564,0.51020133
565,0.37394094
566,0.84345144
567,0.8832738
568,0.6055353
569,0.52393746
570,0.87315553
571,1.2998466
572,0.49518412
573,0.20380309
574,0.68099344
575,0.4987607
576,0.8577822
577,1.2255483
578,1.3766646
579,0.7554987
580,0.64436394
581,0.70940495
582,0.6541927
583,1.179039
584,1.0909753
585,0.27259445
586,0.48747146
587,0.6253888
588,0.47293562
589,0.43946278
590,0.19356948
591,0.91201305
592,0.7765276
593,0.23381153
594,0.4626077
595,0.47345188
596,0.6280731
597,0.5495641
598,0.4903083
599,0.9019058
600,0.5664135
601,0.252495
602,0.68604344
603,0.52966046
604,0.704144
605,1.2046468
606,0.89174634
607,0.5267201
608,1.1040542
609,0.61923754
610,1.0875399
611,0.4626077
612,0.85923994
613,0.45757535
614,0.7998039
615,0.98497057
616,0.31113386
617,1.5808094
618,1.0457386
619,0.40778908
620,1.0683025
621,1.4583824
622,1.0381944
623,0.30901632
624,0.37644303
625,0.5789622
626,1.1414471
627,0.8426033
628,0.90634483
629,0.5757449
630,1.5664845
631,0.3274386
632,0.2734988
633,1.1600363
634,0.84944
635,0.63454056
636,0.8512055
637,0.6635481
638,0.52207106
639,0.813464
640,0.4564765
641,0.54122233
642,0.8043336
643,0.5273292
644,0.3384463
645,1.2339084
646,0.86393744
647,0.08673084
648,0.16408539
649,0.7114331
650,0.7130925
651,0.44041464
652,1.1635578
653,0.6600022
654,0.88944834
655,0.26998568
656,0.055281162
657,0.45944685
658,0.303853
659,0.756351
660,0.6098669
661,0.51218617
662,-0.19541883
663,0.4999422
664,0.80512387
665,0.9994891
666,0.43353215
667,0.8326736
668,0.07699032
669,0.4969162
670,0.71792805
671,0.41125202
672,0.5113928
673,0.58265173
674,0.77602184
675,0.8390804
676,0.788382
677,1.0831975
678,0.24285626
679,0.73485386
680,0.46650973
681,0.86285126
682,0.74387354
683,0.4488803
684,0.5069774
685,0.6240817
686,0.6395042
687,1.2989826
688,0.61703175
689,0.7340059
690,0.74407107
691,0.6558707
692,1.1746404
693,0.6115517
694,1.1601313
695,0.41120076
696,1.0609884
697,0.56273556
698,0.019536853
699,0.46327937
700,0.7797728
701,0.462053
702,0.7075942
703,0.5615339
704,0.50986415
705,0.5386119
706,0.3092509
707,1.1289849
708,0.57355994
709,0.4690766
710,0.5542314
711,0.5911776
712,0.031496406
713,0.74557513
714,0.594435
715,1.1161475
716,0.1588944
717,0.35694152
718,0.113667876
719,0.5191666
720,0.7738488
721,0.5388334
722,0.5563673
723,0.61722416
724,0.6421869
725,1.3970051
726,0.7584454
727,0.59472084
728,1.1090848
729,0.7108904
730,0.6566317
731,0.5915797
732,0.3905596
733,0.908896
734,0.49903733
735,0.5487417
736,0.42404854
737,0.8672298
738,0.7152321
739,0.874773
740,0.51473653
741,0.907804
742,0.8401237
743,1.1420274
744,1.1454341
745,1.0455687
746,0.050661206
747,0.03394687
748,0.53377545
749,0.3091831
750,0.79665715
751,0.28442308
752,1.0144436
753,0.54028547
754,0.42965734
755,0.88774073
756,0.91375315
757,0.2834942
758,0.23809415
759,0.41144246
760,0.9362932
761,0.15848216
762,0.21979421
763,0.942465
764,0.66713446
765,0.22749868
766,0.9069169
767,0.7428193
768,1.0804789
769,0.7321673
770,0.8942786
771,0.17554986
772,0.8162177
773,0.9187428
774,0.73761684
775,0.7553062
776,0.62625426
777,0.31190646
778,0.9504989
779,0.76571447
780,0.44425368
781,0.7015137
782,0.5328928
783,0.73640215
784,0.50235045
785,0.4404953
786,0.8086966
787,0.1427035
788,0.82555646
789,0.13185048
790,0.12386584
791,0.9782882
792,0.53089154
793,0.24751657
794,0.27059814
795,1.1770838
796,0.62079453
797,0.5493161
798,0.4208019
799,0.5100986
800,0.57610077
801,0.4027296
802,0.8749888
803,0.59627104
804,0.8468328
805,0.30820763
806,0.1846624
807,0.9803386
808,0.4536574
809,0.16060302
810,0.13967776
811,0.7832646
812,0.44910723
813,1.0140303
814,0.75514084
815,1.0673401
816,0.71285635
817,0.7897921
818,0.75558275
819,0.2504424
820,0.098332435
821,0.8886417
822,0.6770091
823,0.6157782
824,0.5557972
825,0.82367265
826,0.68531984
827,0.5873157
828,0.18731129
829,1.0469452
830,0.7263022
831,0.40154248
832,0.58000267
833,0.6132995
834,1.1105747
835,0.80572516
836,0.8712497
837,0.79021657
838,0.17512064
839,0.15933493
840,0.22468293
841,0.38988438
842,0.6199224
843,0.43103433
844,0.4530136
845,0.8168319
846,0.5719612
847,1.0450027
848,0.8456796
849,0.9580488
850,0.79994756
851,1.0718251
852,0.12349865
853,0.805084
854,0.89985603
855,0.6367512
856,0.9660154
857,0.86386174
858,0.14949328
859,0.12908371
860,1.1505895
861,0.51872003
862,0.6425003
863,0.9179974
864,0.8535815
865,0.8677308
866,0.5927167
867,0.9485109
868,0.6342205
869,0.5255155
870,0.7167529
871,0.66914797
872,0.84880406
873,0.54799825
874,0.45370793
875,0.805568
876,0.91700906
877,0.87532306
878,1.0835214
879,0.6414707
880,0.9511587
881,0.63704044
882,0.45439327
883,0.5575266
884,0.7291213
885,1.1764293
886,0.91283536
887,1.2774622
888,0.62284607
889,0.3014679
890,1.0984054
891,0.16142422
892,0.5976671
893,0.6459701
894,0.91939133
895,0.21011499
896,0.75247747
897,0.6766953
898,0.28097415
899,0.47566447
900,0.5429973
901,0.7804605
902,1.5359273
903,0.4852473
904,0.7441338
905,1.1547236
906,0.29327923
907,0.09789348
908,0.7304131
909,0.5520913
910,0.649535
911,0.89888006
912,0.8149888
913,0.43804315
914,1.1508218
915,0.8260069
916,1.0447844
917,0.64554334
918,0.55501634
919,0.7238236
920,0.30238932
921,1.0546666
922,0.7230871
923,0.5385219
924,0.31214666
925,0.61588013
926,0.9021265
927,0.95308226
928,0.6264974
929,0.6411065
930,0.6872565
931,0.4391513
932,0.09813535
933,0.3411153
934,0.5952944
935,0.91595453
936,0.59041005
937,0.19839504
938,0.80450636
939,1.0723784
940,1.221659
941,0.6149271
942,0.5856652
943,0.37938547
944,0.6960962
945,0.528848
946,1.5846047
947,0.58844924
948,0.18832242
949,0.28655118
950,0.97530323
951,0.18046811
952,0.5587125
953,0.442832
954,1.0221424
955,0.4087583
956,0.58079076
957,1.076709
958,0.1060763
959,0.7896096
960,0.4727964
961,0.92191744
962,1.470788
963,0.13525298
964,1.0406886
965,0.77398366
966,0.97044986
967,0.74536574
968,0.79761887
969,0.784378
970,0.4176257
971,0.70605856
972,1.0295682
973,0.77122575
974,1.0675128
975,0.9600634
976,1.1191444
977,0.43313783
978,-0.04750794
979,0.2736417
980,0.68849736
981,0.6033665
982,0.72951925
983,0.59449804
984,0.65315646
985,0.30556637
986,0.89224595
987,0.88215566
988,0.93075585
989,0.8199985
990,0.13288504
991,0.94320464
992,0.41566747
993,0.89132947
994,1.2253966
995,0.3399269
996,0.20806092
997,0.5383892
998,0.5564002
999,0.5224249
1000,0.84636897
1001,0.5062808
1002,0.5239533
1003,0.15717939
1004,1.1159511
1005,0.4265207
1006,0.47067595
1007,0.18097514
1008,0.7768548
1009,0.45393345
1010,0.574433
1011,1.0780051
1012,0.4840229
1013,0.8193864
1014,0.58622813
1015,1.0784595
1016,0.5225301
1017,0.5597545
1018,0.85535604
1019,0.751097
1020,0.8593439
1021,1.2199347
1022,1.3795686
1023,0.89319843
1024,0.42563292
1025,0.6846499
1026,0.3575332
1027,0.7023604
1028,0.109013185
1029,0.90214264
1030,0.7516858
1031,0.58263564
1032,0.43057156
1033,0.44848228
1034,0.6431054
1035,0.6686213
1036,0.73073345
1037,0.7443504
1038,0.80522317
1039,0.5640816
1040,0.088225976
1041,0.6544025
1042,1.1817391
1043,0.15760893
1044,0.3615347
1045,0.7536621
1046,0.51600635
1047,0.37971562
1048,0.689311
1049,0.19532779
1050,0.8636573
1051,0.95490354
1052,0.6709178
1053,0.85020125
1054,0.8095315
1055,0.824312
1056,0.6011916
1057,0.044582635
1058,0.51328903
1059,1.0171411
1060,0.09151757
1061,0.3007183
1062,1.1760011
1063,0.3339423
1064,1.0042088
1065,1.0453383
1066,1.0219274
1067,0.37380964
1068,0.5642843
1069,0.63944113
1070,0.73680145
1071,0.8587447
1072,0.73341995
1073,0.49982208
1074,0.85073704
1075,0.529785
1076,0.18989076
1077,1.0381839
1078,0.5358152
1079,0.56210864
1080,1.0693866
1081,0.73678774
1082,0.76341397
1083,0.61272943
1084,0.89072937
1085,0.5259535
1086,0.08666378
1087,0.65408355
1088,0.8946109
1089,1.0103197
1090,0.38302255
1091,1.017246
1092,0.32544675
1093,0.43256587
1094,0.39926696
1095,0.6774242
1096,0.63036406
1097,0.58126765
1098,0.4028268
1099,0.37983552
1100,0.42379436
1101,1.203927
1102,0.794844
1103,1.1739867
1104,0.073216066
1105,1.2104158
1106,0.45666695
1107,0.111544564
1108,0.94952923
1109,0.90929693
1110,-0.0051309466
1111,1.1728134
1112,0.33166337
1113,0.34665596
1114,0.48903602
1115,0.6556638
1116,0.66550463
1117,0.62276006
1118,0.1285465
1119,0.68421334
1120,0.15152584
1121,0.86251354
1122,0.07574695
1123,0.8225015
1124,1.0821009
1125,0.22821784
1126,0.5635516
1127,0.54705894
1128,0.46260405
1129,0.1871389
1130,0.63761294
1131,0.9318462
1132,0.22879878
1133,0.68480045
1134,0.09874797
1135,0.7481977
1136,1.2527156
1137,0.41920483
1138,0.42412353
1139,0.49934143
1140,0.42613083
1141,0.8311435
1142,0.31042174
1143,1.0795288
1144,0.755237
1145,0.42297155
1146,0.2055111
1147,0.28110138
1148,0.54004014
1149,0.56194305
1150,0.65330565
1151,0.41155154
1152,0.03480327
1153,0.5480803
1154,0.65943325
1155,0.5656383
1156,0.5225746
1157,0.57572526
1158,0.8494239
1159,0.7582304
1160,1.0847688
1161,0.30821538
1162,0.6595276
1163,0.5758716
1164,1.0212648
1165,0.5489005
1166,1.6064284
1167,1.016799
1168,1.0506113
1169,0.090369105
1170,0.5483483
1171,0.35055932
1172,0.8356747
1173,0.39107057
1174,0.94401246
1175,0.7800302
1176,1.0113964
1177,0.6377253
1178,0.15746582
1179,0.509454
1180,0.82874066
1181,0.5562668
1182,0.9369095
1183,1.606786
1184,0.88948286
1185,0.36821297
1186,0.60546464
1187,0.32532537
1188,0.6650822
1189,0.4775052
1190,0.93011457
1191,0.4931426
1192,0.7597683
1193,1.2732894
1194,1.153671
1195,0.7043332
1196,0.59032357
1197,1.0190675
1198,0.5357893
1199,0.38976285
1200,0.7948349
1201,0.6883002
1202,0.35823664
1203,0.6396271
1204,0.79274476
1205,0.9637528
1206,0.7628889
1207,0.4271618
1208,0.7668186
1209,0.34652668
1210,0.800616
1211,0.2110306
1212,0.8007694
1213,0.36466187
1214,0.8424701
1215,0.23851342
1216,0.90159136
1217,0.18382917
1218,0.6836799
1219,0.77539396
1220,0.7895978
1221,0.81409806
1222,0.31385458
1223,0.5226481
1224,0.8450346
1225,0.10507777
1226,0.7514575
1227,0.8197616
1228,0.55214167
1229,1.0699383
1230,0.48128068
1231,0.94397086
1232,0.5725345
1233,0.25740972
1234,0.7451945
1235,1.140754
1236,0.9129176
1237,0.66165805
1238,0.3959957
1239,0.7394756
1240,0.9468463
1241,0.76058155
1242,0.4561352
1243,1.0548179
1244,0.4491029
1245,0.41681677
1246,0.7237471
1247,0.8080633
1248,0.6676266
1249,0.8277318
1250,0.44966796
1251,0.7174358
1252,0.31357604
1253,0.5506706
1254,0.49381307
1255,1.099548
1256,0.36837947
1257,0.32683682
1258,0.07715486
1259,0.598963
1260,0.50486255
1261,0.5922844
1262,1.5402093
1263,0.37054402
1264,1.0909944
1265,0.82134694
1266,1.2738936
1267,0.625924
1268,0.25665277
1269,0.7708567
1270,1.0203335
1271,0.4522003
1272,0.49378827
1273,0.5321007
1274,0.3502094
1275,1.000605
1276,0.82144994
1277,0.78324795
1278,1.0403275
1279,0.36140513
1280,0.50514495
1281,0.36949402
1282,0.9544505
1283,1.0634427
1284,0.58621925
1285,0.6062925
1286,0.47944465
1287,0.50636595
1288,0.9164574
1289,1.0611223
1290,0.48248422
1291,0.40254292
1292,1.519557
1293,0.9925663
1294,0.39446676
1295,0.7092499
1296,0.93459255
1297,0.8254206
1298,0.66750985
1299,0.49189162
1300,0.3762494
1301,0.9795859
1302,0.5521587
1303,0.56561136
1304,0.5944469
1305,0.96761376
1306,0.48062554
1307,1.2584581
1308,0.8703448
1309,0.5132455
1310,1.3167169
1311,0.6468968
1312,0.70139503
1313,0.61608577
1314,0.18893372
1315,0.9843517
1316,0.6147169
1317,0.32026297
1318,0.87331396
1319,0.8440587
1320,0.8752163
1321,0.17113268
1322,0.6748448
1323,1.3970778
1324,0.74941117
1325,0.24752808
1326,0.8259192
1327,0.42921734
1328,1.0033174
1329,0.41095477
1330,0.8195633
1331,0.32649797
1332,1.4966819
1333,0.99256706
1334,0.8917142
1335,0.72441894
1336,0.7391643
1337,0.74427456
1338,0.751445
1339,1.0123858
1340,0.28774685
1341,0.5181784
1342,0.47825956
1343,1.0378124
1344,0.42543343
1345,0.4336542
1346,0.95871305
1347,0.42600766
1348,0.6637533
1349,0.35481587
1350,0.9134409
1351,0.6305475
1352,0.3613882
1353,0.09482038
1354,1.1301022
1355,0.9481327
1356,0.39013183
1357,0.769995
1358,0.42715067
1359,0.69579977
1360,0.37876657
1361,0.23720829
1362,0.34177586
1363,0.68252414
1364,0.6068021
1365,0.7115202
1366,1.0046391
1367,0.55351985
1368,0.6862013
1369,1.1587785
1370,0.522977
1371,0.7597892
1372,0.6813851
1373,0.8153187
1374,0.53692055
1375,0.6749324
1376,0.5491042
1377,0.22281834
1378,0.22140294
1379,0.5274619
1380,1.0607433
1381,0.6452921
1382,0.6882475
1383,0.5241293
1384,0.6890722
1385,0.77890956
1386,0.41764927
1387,0.92614335
1388,0.8662587
1389,0.5071757
1390,0.92972213
1391,1.0949271
1392,0.483778
1393,0.13753834
1394,0.53213704
1395,1.1625245
1396,1.2117586
1397,0.48466188
1398,-0.07134837
1399,0.1189661
1400,0.8489985
1401,0.34461486
1402,0.73232716
1403,0.08358276
1404,0.6139315
1405,0.44843262
1406,0.3277828
1407,0.68383753
1408,0.37980402
1409,0.49150932
1410,0.5546487
1411,0.8128835
1412,0.41014582
1413,0.25938618
1414,0.703219
1415,0.8618258
1416,0.37156844
1417,0.5500648
1418,0.15502171
1419,0.5982503
1420,0.4091081
1421,1.0186558
1422,0.40720063
1423,1.0766122
1424,0.49538293
1425,0.46204478
1426,0.4076113
1427,0.07049
1428,0.3269655
1429,1.0014119
1430,0.8277472
1431,0.59689236
1432,0.8371373
1433,1.0544698
1434,0.44685003
1435,0.4900033
1436,1.0668832
1437,0.56245124
1438,0.14151259
1439,0.8129122
1440,0.8677495
1441,0.49842682
1442,0.14599882
1443,0.78221685
1444,0.99847054
1445,0.75478107
1446,0.843645
1447,0.962366
1448,0.48768878
1449,0.6521092
1450,0.88935065
1451,1.470634
1452,0.3809725
1453,1.0431759
1454,0.04419756
1455,0.25448376
1456,0.2031354
1457,0.14538777
1458,1.0446701
1459,0.9589372
1460,0.73936707
1461,0.64649725
1462,0.7205619
1463,0.3768642
1464,0.7184536
1465,0.56463385
1466,0.64012504
1467,0.20133096
1468,0.92057043
1469,0.870251
1470,0.30521747
1471,0.23194894
1472,0.88204193
1473,0.72777075
1474,0.7002149
1475,0.43103802
1476,0.79558706
1477,0.9796403
1478,0.42572528
1479,0.7625688
1480,0.65424013
1481,1.1433258
1482,0.7364961
1483,0.8318561
1484,0.31881943
1485,0.75328904
1486,0.8181954
1487,0.91542673
1488,0.32978344
1489,0.5896116
1490,0.75374794
1491,0.7658368
1492,1.1868458
1493,0.32403642
1494,0.40088755
1495,1.3655877
1496,1.0487331
1497,0.4805135
1498,0.2778864
1499,1.0747879
1500,0.4985445
1501,0.41748196
1502,0.4104355
1503,0.4433442
1504,0.90138245
1505,0.19267832
1506,0.44420254
1507,0.39974537
1508,0.8700811
1509,0.22890872
1510,0.6280506
1511,0.5979265
1512,0.30771685
1513,1.1179938
1514,0.39623636
1515,1.2084913
1516,0.2662794
1517,0.649444
1518,1.1300378
1519,0.7803544
1520,1.2390118
1521,0.40320683
1522,0.49892843
1523,0.6085013
1524,0.6585481
1525,0.3382185
1526,0.6740718
1527,0.94496185
1528,0.40357095
1529,0.82430893
1530,0.66414726
1531,0.57459396
1532,0.536945
1533,1.0519783
1534,0.71544516
1535,0.40470308
1536,0.5492232
1537,0.7371407
1538,0.8324559
1539,0.6925464
1540,0.67652285
1541,0.05719489
1542,0.6650058
1543,0.7657154
1544,0.9088632
1545,0.62045836
1546,0.7881735
1547,0.79711735
1548,1.494981
1549,0.7178661
1550,1.074471
1551,0.7623784
1552,0.6623012
1553,0.12384671
1554,0.25979692
1555,0.9867555
1556,0.41575274
1557,1.008151
1558,1.0986476
1559,0.4839958
1560,0.30938157
1561,0.48097664
1562,1.0277804
1563,0.22168827
1564,0.98521096
1565,0.8274725
1566,0.27967888
1567,0.2500263
1568,0.3424673
1569,0.22648585
1570,0.89452684
1571,0.5045599
1572,0.87962925
1573,0.5892019
1574,0.19830841
1575,0.6955175
1576,0.5454087
1577,0.8040907
1578,0.7906179
1579,0.4807716
1580,0.12187575
1581,0.9309982
1582,0.48775828
1583,0.7055219
1584,0.47328472
1585,0.410253
1586,0.9425573
1587,1.2113037
1588,0.7832337
1589,0.5057736
1590,1.162802
1591,1.082361
1592,0.8962084
1593,0.12921618
1594,1.092731
1595,0.743257
1596,0.45083785
1597,0.18868244
1598,0.41381648
1599,0.3410889
1600,0.527647
1601,0.34848338
1602,0.49721482
1603,0.30493334
1604,0.28195632
1605,0.7875054
1606,0.3379176
1607,0.98109204
1608,0.41798925
1609,0.7344344
1610,0.93230987
1611,0.63573384
1612,0.50130403
1613,0.32460213
1614,0.9625673
1615,0.7311143
1616,0.3105495
1617,0.13368425
1618,0.84019953
1619,1.5513885
1620,0.15187868
1621,0.80294734
1622,0.21410275
1623,0.29866123
1624,0.5796479
1625,1.127068
1626,0.75681233
1627,0.69680846
1628,0.62669957
1629,0.36093873
1630,0.253089
1631,0.5682196
1632,0.6114498
1633,1.0084057
1634,0.49258876
1635,1.4563999
1636,0.5446669
1637,1.0096779
1638,0.7858067
1639,0.5282091
1640,0.108656615
1641,0.70742893
1642,0.50536054
1643,1.1609299
1644,0.7866105
1645,-0.04392886
1646,0.29678956
1647,0.52342093
1648,0.3934679
1649,0.87226063
1650,1.5066359
1651,0.53308254
1652,1.1011236
1653,0.306225
1654,0.5399115
1655,0.946415
1656,0.98890966
1657,0.43748492
1658,0.61669785
1659,1.295196
1660,0.68988
1661,0.29799926
1662,1.000303
1663,1.1204655
1664,0.893882
1665,0.17596006
1666,0.56862915
1667,0.33262366
1668,0.2725004
1669,0.77897304
1670,0.8135953
1671,1.1903582
1672,0.8367587
1673,0.38960618
